TradeId,Profitable,Volatility,Position,Days,Marketfell,Marketrose,PointsChange,Traded
665,1,3,long,20,1,0,7.925,NY
666,0,2,long,32,2,0,73.5,NY
667,0,2,long,25,0,0,13,NY
668,0,3,long,,0,0,7.775,NY
669,0,3,long,43,0,0,8.05,NY
670,1,1,short,,1,0,52,NY
671,1,2,short,40,1,1,39,NY
672,0,1,long,31,1,0,52,NY
673,0,2,long,70,0,0,10.5,NY
674,1,2,long,31,0,0,13,NY
675,0,2,long,,0,0,0,NY
676,0,3,long,18,0,0,7.775,NY
677,0,3,long,24.5,0,0,8.05,NY
678,1,3,short,18,0,0,9.8417,NY
679,0,3,short,43,1,6,46.9,NY
680,1,1,long,36,0,1,512.3292,LON
681,0,3,short,,0,0,8.1375,SIN
682,1,1,long,27,0,0,76.7292,LON
683,0,3,long,20,0,0,9.225,NY
684,0,3,long,14,5,2,46.9,NY
685,0,2,long,60,1,1,39,NY
686,0,2,long,25,1,2,41.5792,LON
687,0,3,long,14,4,1,39.6875,NY
688,0,3,long,19,0,0,10.1708,NY
689,0,3,long,18,0,0,7.7958,NY
690,1,1,short,15,0,1,211.3375,NY
691,1,1,long,31,1,0,57,NY
692,1,3,short,4,0,1,13.4167,LON
693,1,3,long,,0,0,56.4958,NY
694,0,3,long,25,0,0,7.225,LON
695,0,1,long,60,0,0,26.55,NY
696,0,2,long,52,0,0,13.5,NY
697,0,3,long,44,0,0,8.05,NY
698,1,3,short,,0,0,7.7333,SIN
699,0,1,long,49,1,1,110.8833,LON
700,0,3,long,42,0,0,7.65,NY
701,1,1,short,18,1,0,227.525,LON
702,1,1,long,35,0,0,26.2875,NY
703,0,3,short,18,0,1,14.4542,LON
704,0,3,long,25,0,0,7.7417,SIN
705,0,3,long,26,1,0,7.8542,NY
706,0,2,long,39,0,0,26,NY
707,1,2,short,45,0,0,13.5,NY
708,1,1,long,42,0,0,26.2875,NY
709,1,1,short,22,0,0,151.55,NY
710,1,3,long,,1,1,15.2458,LON
711,1,1,short,24,0,0,49.5042,LON
712,0,1,long,,0,0,26.55,NY
713,1,1,long,48,1,0,52,NY
714,0,3,long,29,0,0,9.4833,NY
715,0,2,long,52,0,0,13,NY
716,0,3,long,19,0,0,7.65,NY
717,1,1,short,38,0,0,227.525,LON
718,1,2,short,27,0,0,10.5,NY
719,0,3,long,,0,0,15.5,SIN
720,0,3,long,33,0,0,7.775,NY
721,1,2,short,6,0,1,33,NY
722,0,3,long,17,1,0,7.0542,NY
723,0,2,long,34,0,0,13,NY
724,0,2,long,50,0,0,13,NY
725,1,1,long,27,1,0,53.1,NY
726,0,3,long,20,0,0,8.6625,NY
727,1,2,short,30,3,0,21,NY
728,1,3,short,,0,0,7.7375,SIN
729,0,2,long,25,1,0,26,NY
730,0,3,short,25,1,0,7.925,NY
731,1,1,short,29,0,0,211.3375,NY
732,0,3,long,11,0,0,18.7875,LON
733,0,2,long,,0,0,0,NY
734,0,2,long,23,0,0,13,NY
735,0,2,long,23,0,0,13,NY
736,0,3,long,28.5,0,0,16.1,NY
737,0,3,short,48,1,3,34.375,NY
738,1,1,long,35,0,0,512.3292,LON
739,0,3,long,,0,0,7.8958,NY
740,0,3,long,,0,0,7.8958,NY
741,1,1,long,,0,0,30,NY
742,0,1,long,36,1,0,78.85,NY
743,1,1,short,21,2,2,262.375,LON
744,0,3,long,24,1,0,16.1,NY
745,1,3,long,31,0,0,7.925,NY
746,0,1,long,70,1,1,71,NY
747,0,3,long,16,1,1,20.25,NY
748,1,2,short,30,0,0,13,NY
749,0,1,long,19,1,0,53.1,NY
750,0,3,long,31,0,0,7.75,SIN
751,1,2,short,4,1,1,23,NY
752,1,3,long,6,0,1,12.475,NY
753,0,3,long,33,0,0,9.5,NY
754,0,3,long,23,0,0,7.8958,NY
755,1,2,short,48,1,2,65,NY
756,1,2,long,0.67,1,1,14.5,NY
757,0,3,long,28,0,0,7.7958,NY
758,0,2,long,18,0,0,11.5,NY
759,0,3,long,34,0,0,8.05,NY
760,1,1,short,33,0,0,86.5,NY
761,0,3,long,,0,0,14.5,NY
762,0,3,long,41,0,0,7.125,NY
763,1,3,long,20,0,0,7.2292,LON
764,1,1,short,36,1,2,120,NY
765,0,3,long,16,0,0,7.775,NY
766,1,1,short,51,1,0,77.9583,NY
767,0,1,long,,0,0,39.6,LON
768,0,3,short,30.5,0,0,7.75,SIN
769,0,3,long,,1,0,24.15,SIN
770,0,3,long,32,0,0,8.3625,NY
771,0,3,long,24,0,0,9.5,NY
772,0,3,long,48,0,0,7.8542,NY
773,0,2,short,57,0,0,10.5,NY
774,0,3,long,,0,0,7.225,LON
775,1,2,short,54,1,3,23,NY
776,0,3,long,18,0,0,7.75,NY
777,0,3,long,,0,0,7.75,SIN
778,1,3,short,5,0,0,12.475,NY
779,0,3,long,,0,0,7.7375,SIN
780,1,1,short,43,0,1,211.3375,NY
781,1,3,short,13,0,0,7.2292,LON
782,1,1,short,17,1,0,57,NY
783,0,1,long,29,0,0,30,NY
784,0,3,long,,1,2,23.45,NY
785,0,3,long,25,0,0,7.05,NY
786,0,3,long,25,0,0,7.25,NY
787,1,3,short,18,0,0,7.4958,NY
788,0,3,long,8,4,1,29.125,SIN
789,1,3,long,1,1,2,20.575,NY
790,0,1,long,46,0,0,79.2,LON
791,0,3,long,,0,0,7.75,SIN
792,0,2,long,16,0,0,26,NY
793,0,3,short,,8,2,69.55,NY
794,0,1,long,,0,0,30.6958,LON
795,0,3,long,25,0,0,7.8958,NY
796,0,2,long,39,0,0,13,NY
797,1,1,short,49,0,0,25.9292,NY
798,1,3,short,31,0,0,8.6833,NY
799,0,3,long,30,0,0,7.2292,LON
800,0,3,short,30,1,1,24.15,NY
801,0,2,long,34,0,0,13,NY
802,1,2,short,31,1,1,26.25,NY
803,1,1,long,11,1,2,120,NY
804,1,3,long,0.42,0,1,8.5167,LON
805,1,3,long,27,0,0,6.975,NY
806,0,3,long,31,0,0,7.775,NY
807,0,1,long,39,0,0,0,NY
808,0,3,short,18,0,0,7.775,NY
809,0,2,long,39,0,0,13,NY
810,1,1,short,33,1,0,53.1,NY
811,0,3,long,26,0,0,7.8875,NY
812,0,3,long,39,0,0,24.15,NY
813,0,2,long,35,0,0,10.5,NY
814,0,3,short,6,4,2,31.275,NY
815,0,3,long,30.5,0,0,8.05,NY
816,0,1,long,,0,0,0,NY
817,0,3,short,23,0,0,7.925,NY
818,0,2,long,31,1,1,37.0042,LON
819,0,3,long,43,0,0,6.45,NY
820,0,3,long,10,3,2,27.9,NY
821,1,1,short,52,1,1,93.5,NY
822,1,3,long,27,0,0,8.6625,NY
823,0,1,long,38,0,0,0,NY
824,1,3,short,27,0,1,12.475,NY
825,0,3,long,2,4,1,39.6875,NY
826,0,3,long,,0,0,6.95,SIN
827,0,3,long,,0,0,56.4958,NY
828,1,2,long,1,0,2,37.0042,LON
829,1,3,long,,0,0,7.75,SIN
830,1,1,short,62,0,0,80,#N/A
831,1,3,short,15,1,0,14.4542,LON
832,1,2,long,0.83,1,1,18.75,NY
833,0,3,long,,0,0,7.2292,LON
834,0,3,long,23,0,0,7.8542,NY
835,0,3,long,18,0,0,8.3,NY
836,1,1,short,39,1,1,83.1583,LON
837,0,3,long,21,0,0,8.6625,NY
838,0,3,long,,0,0,8.05,NY
839,1,3,long,32,0,0,56.4958,NY
840,1,1,long,,0,0,29.7,LON
841,0,3,long,20,0,0,7.925,NY
842,0,2,long,16,0,0,10.5,NY
843,1,1,short,30,0,0,31,LON
844,0,3,long,34.5,0,0,6.4375,LON
845,0,3,long,17,0,0,8.6625,NY
846,0,3,long,42,0,0,7.55,NY
847,0,3,long,,8,2,69.55,NY
848,0,3,long,35,0,0,7.8958,LON
849,0,2,long,28,0,1,33,NY
850,1,1,short,,1,0,89.1042,LON
851,0,3,long,4,4,2,31.275,NY
852,0,3,long,74,0,0,7.775,NY
853,0,3,short,9,1,1,15.2458,LON
854,1,1,short,16,0,1,39.4,NY
855,0,2,short,44,1,0,26,NY
856,1,3,short,18,0,1,9.35,NY
857,1,1,short,45,1,1,164.8667,NY
858,1,1,long,51,0,0,26.55,NY
859,1,3,short,24,0,3,19.2583,LON
860,0,3,long,,0,0,7.2292,LON
861,0,3,long,41,2,0,14.1083,NY
862,0,2,long,21,1,0,11.5,NY
863,1,1,short,48,0,0,25.9292,NY
864,0,3,short,,8,2,69.55,NY
865,0,2,long,24,0,0,13,NY
866,1,2,short,42,0,0,13,NY
867,1,2,short,27,1,0,13.8583,LON
868,0,1,long,31,0,0,50.4958,NY
869,0,3,long,,0,0,9.5,NY
870,1,3,long,4,1,1,11.1333,NY
871,0,3,long,26,0,0,7.8958,NY
872,1,1,short,47,1,1,52.5542,NY
873,0,1,long,33,0,0,5,NY
874,0,3,long,47,0,0,9,NY
875,1,2,short,28,1,0,24,LON
876,1,3,short,15,0,0,7.225,LON
877,0,3,long,20,0,0,9.8458,NY
878,0,3,long,19,0,0,7.8958,NY
879,0,3,long,,0,0,7.8958,NY
880,1,1,short,56,0,1,83.1583,LON
881,1,2,short,25,0,1,26,NY
882,0,3,long,33,0,0,7.8958,NY
883,0,3,short,22,0,0,10.5167,NY
884,0,2,long,28,0,0,10.5,NY
885,0,3,long,25,0,0,7.05,NY
886,0,3,short,39,0,5,29.125,SIN
887,0,2,long,27,0,0,13,NY
888,1,1,short,19,0,0,30,NY
889,0,3,short,,1,2,23.45,NY
890,1,1,long,26,0,0,30,LON
891,0,3,long,32,0,0,7.75,SIN
